Time [s],Velocity [km/h],Acceleration [m/s^2],Battery_Voltage [V]
2575.5,0,-0.022,379.7
2575.6,0,-0.022,379.7
2575.7,0,-0.02625,379.7
2575.8,0,-0.042,379.7
2575.9,0,-0.03775,379.7
2576,0,-0.02625,379.7
2576.1,0,-0.03775,379.7
2576.2,0,-0.02625,379.7
2576.3,0,-0.04625,379.7
2576.4,0,-0.062,379.7
2576.5,0,-0.0535,379.7
2576.6,0,-0.022,379.7
2576.7,0,-0.01775,379.7
2576.8,0,-0.002,379.7
2576.9,0,-0.002,379.7
2577,0,-0.0105,379.7
2577.1,0,-0.05051,379.7
2577.2,0,-0.07349,379.7
2577.3,0,0.01332,379.68825
2577.4,0,0.25585,379.63825
2577.5,0,0.45985,379.55298
2577.6,0,0.85695,379.35298
2577.7,0.16818,1.55417,379.0942
2577.8,0.8713,1.99114,378.64418
2577.9,1.74657,2.21852,378.25296
2578,2.66818,2.26704,378.05295
2578.1,3.5899,2.32148,377.81765
2578.2,4.43372,2.29,377.46765
2578.3,5.32419,2.28148,377.14117
2578.4,6.15329,2.23296,376.89116
2578.5,6.99639,2.18278,376.60584
2578.6,7.84055,2.25131,376.20584
2578.7,8.69977,2.35131,375.82938
2578.8,9.55889,2.40442,375.52938
2578.9,10.41844,2.25883,375.28823
2579,11.24679,2.07426,375.23823
2579.1,12.01275,2.09426,375.18822
2579.2,12.73156,2.07205,375.13822
2579.3,13.41974,1.94437,375.07644
2579.4,14.15313,1.92643,374.97643
2579.5,14.74695,1.68346,374.9
2579.6,15.37256,1.60078,374.9
2579.7,15.87378,1.45041,374.9
2579.8,16.56067,1.56639,374.9
2579.9,17.06101,1.47627,374.92358
2580,17.59063,1.45828,375.02358
2580.1,18.07639,1.29984,375.1
2580.2,18.51384,1.18254,375.1
2580.3,18.88974,1.1119,375.13539
2580.4,19.32694,0.77402,375.28539
2580.5,19.75,0.86314,375.43539
2580.6,20.18394,0.74819,375.58539
2580.7,20.42272,0.91631,375.7472
2580.8,20.77984,0.56027,375.94721
2580.9,21.04547,0.54608,376.12361
2581,21.28041,0.39797,376.2236
2581.1,21.57484,0.30885,376.3354
2581.2,21.7807,0.46607,376.48541
2581.3,22.03045,0.34317,376.6
2581.4,22.23301,0.28788,376.6
2581.5,22.39006,0.24518,376.62361
2581.6,22.5625,0.18944,376.72362
2581.7,22.78045,0.1794,376.8
2581.8,23.0625,0.22806,376.8
2581.9,23.18675,0.12228,376.8
2582,23.42162,0.1594,376.8
2582.1,23.62448,0.25041,376.75274
2582.2,23.88983,0.3345,376.55274
2582.3,24.04713,0.46317,376.29366
2582.4,24.3422,0.44166,375.84364
2582.5,24.57763,0.58299,375.26359
2582.6,25.04542,0.80683,374.26354
2582.7,25.3725,1.01107,373.38175
2582.8,25.8882,1.10389,372.88175
2582.9,26.3572,1.21827,372.3581
2583,26.90359,1.26347,371.7581
2583.1,27.3899,1.35961,371.19358
2583.2,28.07619,1.35203,370.74358
2583.3,28.70095,1.49628,370.32905
2583.4,29.30933,1.52055,370.02905
2583.5,29.88836,1.552,369.72905
2583.6,30.48274,1.55628,369.42903
2583.7,31.20109,1.60624,369.05803
2583.8,31.85733,1.75768,368.458
2583.9,32.52938,1.87726,367.7633
2584,33.27899,1.99141,366.7633
2584.1,34.0755,2.12995,365.66859
2584.2,34.90384,2.40524,364.26845
2584.3,35.77893,2.60372,362.97496
2584.4,36.82538,2.60514,362.025
2584.5,37.856,2.68942,361.09871
2584.6,38.95008,2.798,360.24867
2584.7,39.90393,2.89943,359.32755
2584.8,40.94985,2.91472,358.17749
2584.9,42.12195,3.07314,356.99192
2585,43.16977,3.06888,355.69198
2585.1,44.33989,3.23029,354.55785
2585.2,45.5282,3.27602,353.95779
2585.3,46.86911,3.4113,353.16813
2585.4,48.13454,3.4787,351.76841
2585.5,49.2165,3.39844,350.48691
2585.6,50.37187,3.49977,349.58664
2585.7,51.62168,3.6611,348.41358
2585.8,52.93431,3.60229,346.36379
2585.9,54.32489,3.97058,344.34944
2586,55.77774,3.96809,342.44916
2586.1,57.18365,3.88651,340.66767
2586.2,58.63753,4.02912,339.26781
2586.3,60.13688,4.06355,337.80856
2586.4,61.62144,4.34914,336.15831
2586.5,63.10497,4.28482,334.81689
2586.6,64.62173,4.13603,334.46694
2586.7,66.18424,3.822,334.22372
2586.8,67.65269,3.80096,334.32374
2586.9,69.02799,3.7068,334.37625
2587,70.35626,3.6225,334.27625
2587.1,71.66909,3.51819,334.16437
2587.2,72.98132,3.45409,334.01436
2587.3,74.20008,3.51668,333.86434
2587.4,75.43504,3.31388,333.71434
2587.5,76.6226,3.204,333.56433
2587.6,77.79453,3.2126,333.41434
2587.7,78.93481,3.244,333.3
2587.8,80.06031,3.21817,333.3
2587.9,81.15417,3.11108,333.57359
2588,82.21667,2.99986,334.72359
2588.1,83.18561,2.68849,337.06309
2588.2,84.1701,2.23032,343.21309
2588.3,84.82694,1.43972,349.43453
2588.4,85.18701,0.84937,355.88485
2588.5,85.39063,0.63798,361.3474
2588.6,85.5622,0.38655,363.6474
2588.7,85.6872,0.14973,365.638
2588.8,85.71875,-0.02405,366.638
2588.9,85.8125,0.16422,367.50711
2589,85.76577,0.056,367.95716
2589.1,85.73424,0.06032,368.39528
2589.2,85.73395,0.08894,368.79528
2589.3,85.79656,0.07555,369.14764
2589.4,85.73438,-0.17423,369.34765
2589.5,85.76523,-0.24082,369.5834
2589.6,85.78138,-0.07968,369.93336
2589.7,85.82813,-0.07696,370.21191
2589.8,85.75,-0.1024,370.26191
2589.9,85.73425,-0.02832,370.34766
2590,85.67214,-0.06993,370.54766
2590.1,85.65551,-0.16832,370.78341
2590.2,85.42293,-0.14942,371.13343
2590.3,85.37555,-0.05859,371.50728
2590.4,85.28125,-0.184,371.95728
2590.5,85.2189,-0.19265,372.34768
2590.6,85.18715,-0.19372,372.54769
2590.7,85.07801,-0.15708,372.75933
2590.8,84.95286,-0.41767,373.0081
2590.9,84.84375,-0.402,373.24572
2591,84.65668,-0.34619,373.44573
2591.1,84.62491,-0.20416,373.66861
2591.2,84.54678,-0.39213,373.96859
2591.3,84.48428,-0.30132,374.26859
2591.4,84.17225,-0.35534,374.56862
2591.5,83.96865,-0.3582,374.9716
2591.6,83.76588,-0.482,375.7216
2591.7,83.60956,-0.47334,376.28856
2591.8,83.45355,-0.41211,376.23856
2591.9,83.29677,-0.37288,376.16567
2592,83.10963,-0.58734,376.01567
2592.1,82.92188,-0.44467,375.78554
2592.2,82.78141,-0.39067,375.28552
2592.3,82.625,-0.4051,374.9
2592.4,82.45313,-0.30502,374.9
2592.5,82.37483,-0.19434,374.9
2592.6,82.21867,-0.33825,374.9
2592.7,81.96917,-0.47501,374.9
2592.8,81.92179,-0.4704,374.9
2592.9,81.76563,-0.32695,374.9
2593,81.60956,-0.44773,374.9
2593.1,81.50011,-0.324,374.91145
2593.2,81.35988,-0.33224,374.96146
2593.3,81.18769,-0.34941,374.98854
2593.4,81.00044,-0.37301,374.93854
2593.5,80.89078,-0.56557,374.91146
2593.6,80.7343,-0.32336,374.96146
2593.7,80.64057,-0.13624,374.93121
2593.8,80.48444,0.01429,374.63119
2593.9,80.2188,-0.08572,374.36559
2594,80.07813,-0.15966,374.21559
2594.1,79.92225,-0.13531,374.05412
2594.2,79.82822,-0.13441,373.85411
2594.3,79.70336,-0.28266,373.6541
2594.4,79.625,-0.37905,373.45409
2594.5,79.50016,-0.18489,373.25408
2594.6,79.35953,-0.02227,373.0541
2594.7,79.26578,-0.0005,372.85412
2594.8,79.25019,-0.22574,372.6541
2594.9,79.15621,-0.304,372.46557
2595,79.10942,-0.20836,372.31559
2595.1,79.14063,0.12731,372.11972
2595.2,78.93772,0.06991,371.76964
2595.3,78.95341,-0.024,371.38511
2595.4,78.93752,-0.0327,370.88516
2595.5,78.89063,0.06611,370.43111
2595.6,78.95313,0.44308,370.13106
2595.7,78.79698,0.16344,369.83104
2595.8,78.93753,0.3253,369.53107
2595.9,79.04691,0.22915,369.24257
2596,79.01558,0.09135,368.99253
2596.1,79.00005,0.36913,368.8115
2596.2,79.15616,0.136,368.8615
2596.3,79.10939,0.14034,368.96897
2596.4,79.21877,0.15164,369.26897
2596.5,79.12505,0.10986,369.55746
2596.6,79.07813,0.08525,369.8074
2596.7,79.07813,0.26914,370.09178
2596.8,79.17186,0.06651,370.49186
2596.9,79.10936,0.08883,370.82298
2597,79.04688,-0.16297,370.92297
2597.1,78.98434,0.03857,371.08041
2597.2,78.93752,-0.03708,371.43048
2597.3,78.9062,-0.06656,371.76902
2597.4,78.76564,-0.01272,372.06899
2597.5,78.71875,-0.07017,372.34598
2597.6,78.62498,-0.15528,372.546
2597.7,78.53125,-0.11964,372.73451
2597.8,78.37502,-0.08654,372.88451
2597.9,78.2968,-0.09339,373.046
2598,78.1875,-0.25516,373.24601
2598.1,78.0625,-0.10505,373.35398
2598.2,77.90625,-0.47769,373.15396
2598.3,77.78128,0.21079,372.94242
2598.4,77.78127,0.03854,372.69241
2598.5,77.65623,-0.05455,372.41936
2598.6,77.625,-0.14653,372.06936
2598.7,77.53132,-0.04906,371.68479
2598.8,77.53131,0.07163,371.18477
2598.9,77.45314,0.08221,370.67323
2599,77.48444,0.19741,370.12323
2599.1,77.48434,0.24823,369.55018
2599.2,77.48441,0.17301,368.90018
2599.3,77.54691,0.24711,368.27327
2599.4,77.57822,0.39831,367.72346
2599.5,77.68749,0.71576,367.21955
2599.6,77.6875,0.52273,366.86948
2599.7,77.875,0.50595,366.56547
2599.8,77.98442,0.334,366.41547
2599.9,78.07816,0.41251,366.25396
2600,78.18764,0.66342,366.05395
2600.1,78.32824,0.48845,365.93455
2600.2,78.50006,0.30644,366.08455
2600.3,78.57809,0.48089,366.39575
2600.4,78.64052,0.40778,367.2457
2600.5,78.65631,0.28777,368.06116
2600.6,78.76575,0.24646,368.76123
2600.7,78.78125,0.3903,369.39216
2600.8,78.76531,0.25146,369.79218
2600.9,78.57818,0.41854,370.1461
2601,78.60912,0.55235,370.34611
2601.1,78.65625,-0.22534,370.53459
2601.2,78.64055,0.02977,370.68459
2601.3,78.6562,-0.05962,370.85765
2601.4,78.57787,-0.0265,371.10767
2601.5,78.51541,0.04037,371.27693
2601.6,78.49984,0.02977,371.17693
2601.7,78.34386,-0.03776,371.04232
2601.8,78.42164,0.056,370.79231
2601.9,78.29703,0.09491,370.55384
2602,78.29677,0.18198,370.35384
2602.1,78.25028,0.00474,370.1423
2602.2,78.21828,0.02726,369.89228
2602.3,78.1251,0.03534,369.65382
2602.4,78.23458,0.27601,369.45381
2602.5,78.2032,0.53782,369.2538
2602.6,78.24972,0.16821,369.0538
2602.7,78.24994,0.08037,368.86535
2602.8,78.25044,0.15671,368.71535
2602.9,78.297,0.36089,368.61155
2603,78.31261,0.31837,368.66155
2603.1,78.40625,0.29074,368.73467
2603.2,78.45301,0.14037,368.88467
2603.3,78.3751,0.1774,369
2603.4,78.35938,0.22822,369
2603.5,78.23448,0.14867,369.0578
2603.6,78.28172,0.22891,369.30782
2603.7,78.45254,0.29766,369.53469
2603.8,78.4059,0.12612,369.6847
2603.9,78.32825,0.24273,369.84626
2604,78.34362,0.20027,370.04626
2604.1,78.37487,-0.09456,370.2
2604.2,78.32737,-0.10844,370.2
2604.3,78.25012,0.2039,370.2
2604.4,78.28085,0.03054,370.2
2604.5,78.00023,-0.09971,370.23473
2604.6,77.98464,0.21336,370.38473
2604.7,78,0.00473,370.5463
2604.8,77.98395,-0.01196,370.74631
2604.9,77.93725,-0.15347,370.9579
2605,77.90625,0.01663,371.2079
2605.1,77.85768,0.19519,371.4
2605.2,77.60893,0.01238,371.4
2605.3,77.57828,-0.144,371.4
2605.4,77.59286,-0.2046,371.4
2605.5,77.34388,-0.33523,371.41159
2605.6,77.40594,-0.04581,371.46159
2605.7,77.4064,-0.09784,371.48841
2605.8,77.35952,0.03088,371.43841
2605.9,77.34375,0.06445,371.41159
2606,76.92155,-0.2117,371.46159
2606.1,76.82842,0.0366,371.53477
2606.2,76.9689,0.19341,371.68478
2606.3,76.89078,-0.06321,371.77681
2606.4,76.82829,-0.16478,371.67683
2606.5,76.87453,-0.03707,371.56527
2606.6,76.68733,-0.06659,371.41523
2606.7,76.60902,0.01779,371.2536
2606.8,76.54656,0.11299,371.05361
2606.9,76.53071,0.16572,370.86521
2607,76.45295,0.10115,370.7152
2607.1,76.48456,-0.03272,370.55358
2607.2,76.484,-0.01216,370.3536
2607.3,76.43788,0.17836,370.14201
2607.4,76.46839,0.194,369.89196
2607.5,76.49928,0.194,369.72323
2607.6,76.37528,0.19835,369.82321
2607.7,76.37578,0.16219,369.94641
2607.8,76.42227,-0.0153,370.14644
2607.9,76.31309,0.03783,370.31162
2608,76.34416,0.10278,370.36162
2608.1,76.28206,0.06923,370.41162
2608.2,76.26619,0.08954,370.46162
2608.3,76.17251,-0.004,370.54648
2608.4,76.17188,0.00482,370.74648
2608.5,76.09438,0.04041,370.94648
2608.6,76.15562,0.06041,371.14649
2608.7,76.15581,0.06718,371.3
2608.8,76.0625,0.036,371.3
2608.9,76.03057,0.04923,371.3
2609,76.04619,0.07398,371.3
2609.1,75.96875,-0.01283,371.3
2609.2,75.875,-0.0175,371.3
2609.3,75.81318,0.05834,371.3
2609.4,75.81227,-0.004,371.3
2609.5,75.71899,0.01366,371.3
2609.6,75.67188,0.05392,371.3
2609.7,75.62477,-0.04167,371.32327
2609.8,75.57861,-0.10842,371.42328
2609.9,75.54711,-0.04489,371.48836
2610,75.43795,0.23842,371.43836
2610.1,75.4375,0.26726,371.41164
2610.2,75.42163,0.25702,371.46164
2610.3,75.42211,0.06926,371.46506
2610.4,75.35863,0.10716,371.31506
2610.5,75.28177,0.08042,371.21165
2610.6,75.28174,0.06505,371.26165
2610.7,75.2195,-0.04842,371.28835
2610.8,75.17265,-0.01978,371.23835
2610.9,75.11044,0.08291,371.21165
2611,75.07922,-0.07746,371.26165
2611.1,75.07787,0.00715,371.28835
2611.2,75.06173,-0.024,371.23834
2611.3,75.01536,-0.05944,371.17668
2611.4,74.98356,-0.14413,371.07668
2611.5,74.92188,-0.01286,371
2611.6,74.90598,-0.03514,371
2611.7,74.87445,0.01372,370.98834
2611.8,74.85911,0.08486,370.93834
2611.9,74.84375,0.1027,370.86499
2612,74.8264,0.0427,370.71498
2612.1,74.7807,0.0226,370.54163
2612.2,74.8125,0.1027,370.29164
2612.3,74.82756,0.07374,370.07666
2612.4,74.79659,0.16659,369.97665
2612.5,74.8128,0.2474,369.84162
2612.6,74.81308,0.17617,369.59161
2612.7,74.87558,0.27618,369.35328
2612.8,74.93811,0.31407,369.15328
2612.9,74.96934,0.19619,368.91824
2613,75.04777,0.28287,368.56822
2613.1,75.14032,0.32286,368.20652
2613.2,75.18659,0.34956,367.8065
2613.3,75.25,0.334,367.44155
2613.4,75.39031,0.32956,367.19157
2613.5,75.50125,0.3495,366.95326
2613.6,75.57904,0.4518,366.75326
2613.7,75.67312,0.39177,366.55326
2613.8,75.78253,0.45844,366.35324
2613.9,76.00094,0.48288,366.14153
2614,76.09407,0.53621,365.89153
2614.1,76.26628,0.60511,365.6883
2614.2,76.46971,0.54735,365.6383
2614.3,76.48503,0.45844,365.717
2614.4,76.64063,0.39844,366.217
2614.5,76.79622,0.16957,366.85734
2614.6,76.82813,0.24555,367.95706
2614.7,76.76596,0.08888,369.02188
2614.8,76.81217,0.18291,369.97212
2614.9,76.73438,0.27438,370.80529
2615,76.73438,0.02224,371.25527
2615.1,76.65591,0.08331,371.6468
2615.2,76.60938,-0.05065,371.8469
2615.3,76.45347,-0.14842,372.05873
2615.4,76.42255,-0.19063,372.30874
2615.5,76.37397,-0.20857,372.53525
2615.6,76.25,0.05156,372.68525
2615.7,76.17222,-0.02172,372.8235
2615.8,76.12535,-0.19736,372.9235
2615.9,75.95277,-0.13064,372.96475
2616,75.89098,-0.184,372.81474
2616.1,75.87395,-0.07068,372.66474
2616.2,75.75,-0.13305,372.51474
2616.3,75.59339,-0.07119,372.34122
2616.4,75.56286,-0.23542,372.09119
2616.5,75.57741,-0.17825,371.86471
2616.6,75.51563,-0.05803,371.71471
2616.7,75.45384,0.01815,371.55296
2616.8,75.36081,-0.06185,371.35294
2616.9,75.39063,-0.08384,371.18823
2617,75.32886,0.06046,371.13823
2617.1,75.343,0.04475,371.1
2617.2,75.35862,-0.09079,371.1
2617.3,75.29802,-0.06834,371.1
2617.4,75.26525,0.23622,371.1
2617.5,75.125,-0.01956,371.13533
2617.6,75.17226,0.25613,371.28533
2617.7,75.20389,0.17211,371.38822
2617.8,75.21728,0.04686,371.33822
2617.9,75.03203,-0.17317,371.31178
2618,75.03163,-0.21934,371.36178
2618.1,75.07891,0.214,371.4
2618.2,75.09414,0.15635,371.4
2618.3,75.00078,-0.21347,371.44714
2618.4,74.98398,-0.62363,371.64714
2618.5,74.98438,-0.00847,371.83536
2618.6,74.9371,-0.024,371.98536
2618.7,74.87383,-0.05531,372.14716
2618.8,74.81169,-0.20872,372.34716
2618.9,74.73397,-0.32373,372.53537
2619,74.625,-0.18847,372.68539
2619.1,74.56331,-0.1861,372.8472
2619.2,74.50081,-0.07478,373.0472
2619.3,74.45028,-0.03783,373.2472
2619.4,74.24919,-0.37712,373.44721
2619.5,74.24793,0.02466,373.64722
2619.6,74.17228,-0.12878,373.84721
2619.7,74.17105,-0.35072,374.0354
2619.8,74.10234,-0.49291,374.18542
2619.9,73.93181,-0.15264,374.3235
2620,73.76563,-0.10656,374.42298
2620.1,73.64144,-0.32844,374.51129
2620.2,73.34619,-0.30825,374.5613
2620.3,73.29856,-0.20621,374.5887
2620.4,73.28044,-0.27059,374.5387
2620.5,73.12541,-0.23289,374.5226
2620.6,72.96833,-0.27294,374.6226
2620.7,72.9666,-0.30844,374.6887
2620.8,72.81164,-0.30611,374.6387
2620.9,72.74914,-0.17288,374.61131
2621,72.59074,0.00443,374.66131
2621.1,72.52738,-0.1951,374.7
2621.2,72.39925,-0.14883,374.7
2621.3,72.18531,-0.53799,374.71131
2621.4,72.06336,-0.39698,374.76131
2621.5,71.89196,-0.30053,374.78869
2621.6,71.90313,0.11837,374.73869
2621.7,71.74869,-0.1529,374.76789
2621.8,71.62322,-0.28655,375.06789
2621.9,71.39107,-0.64645,375.45763
2622,71.23482,-0.63983,376.15418
2622.1,71.1687,-0.52799,376.67836
2622.2,70.96648,-0.42769,376.57835
2622.3,70.7183,-0.53901,376.5
2622.4,70.59375,-0.53821,376.5
2622.5,70.35984,-0.3376,376.48917
2622.6,70.21875,-0.43673,376.43917
2622.7,70.09098,-0.36484,376.37835
2622.8,69.89063,-0.41673,376.27834
2622.9,69.68795,-0.3491,376.17834
2623,69.59234,-0.44628,376.07833
2623.1,69.46684,-0.44498,375.98916
2623.2,69.31203,-0.39914,375.93916
2623.3,69.1553,-0.43263,375.85664
2623.4,68.98485,-0.31972,375.65666
2623.5,68.875,-0.28698,375.47834
2623.6,68.79497,-0.24544,375.37832
2623.7,68.68799,-0.29845,375.27831
2623.8,68.57764,-0.16112,375.17831
2623.9,68.52975,-0.08027,375.06747
2624,68.45116,-0.37487,374.91746
2624.1,68.313,-0.3926,374.78915
2624.2,68.21924,-0.30074,374.73915
2624.3,68.17038,-0.34964,374.6349
2624.4,68.10839,-0.26537,374.33488
2624.5,67.95113,-0.17091,374.11086
2624.6,67.96775,-0.30536,374.16086
2624.7,67.95363,-0.16826,374.14572
2624.8,67.90525,-0.15824,373.89571
2624.9,67.90625,-0.07253,373.66742
2625,67.85735,-0.1083,373.51742
2625.1,67.76353,-0.10267,373.35656
2625.2,67.73386,-0.03259,373.15655
2625.3,67.73438,-0.05546,373.01087
2625.4,67.71927,0.0873,373.06087
2625.5,67.62866,0.43851,373.02394
2625.6,67.66569,0.11409,372.67392
2625.7,67.85884,-0.30692,372.2913
2625.8,67.64272,-0.15378,371.7913
2625.9,67.71875,0.14184,371.41087
2626,67.82866,0.00741,371.46087
2626.1,67.86045,0.03533,371.5
2626.2,67.90677,0.18569,371.5
2626.3,67.95422,-0.05546,371.55435
2626.4,68.00053,-0.01112,371.80435
2626.5,68.09429,0.00611,372
2626.6,68.12446,-0.08682,372
2626.7,68.09375,-0.03253,372.05433
2626.8,68.17188,-0.04254,372.30434
2626.9,68.17354,0.05735,372.52174
2627,68.22094,0.22575,372.62173
2627.1,68.26781,0.49425,372.74346
2627.2,68.35774,0.19286,372.94345
2627.3,68.24775,-0.104,373.12172
2627.4,68.23438,-0.11259,373.22173
2627.5,68.24781,-0.10988,373.35433
2627.6,68.29244,-0.08654,373.60433
2627.7,68.2316,-0.46627,373.83259
2627.8,68.25,-0.4438,373.98258
2627.9,68.28298,-0.32063,374.11086
2628,68.23602,-0.35239,374.16086
2628.1,68.04803,-0.15446,374.22172
2628.2,68.12968,0.00053,374.32171
2628.3,67.44194,-0.75243,374.45427
2628.4,68.02474,-1.0918,374.70424
2628.5,68.11223,-0.72313,374.9
2628.6,67.92413,-0.2368,374.9
2628.7,67.86054,-0.064,374.9
2628.8,67.8912,-0.06828,374.9
2628.9,67.71817,-0.07548,374.96507
2629,67.67188,-0.12932,375.26505
2629.1,67.74422,-0.50162,375.61924
2629.2,67.49829,-0.692,376.16924
2629.3,67.3125,-0.55645,376.6
2629.4,67.26094,-0.50056,376.6
2629.5,67.07697,-0.62071,376.58916
2629.6,66.95372,-0.55485,376.53916
2629.7,66.92007,-0.57645,376.5
2629.8,66.827,-0.49485,376.5
2629.9,66.68809,-0.52071,376.5
2630,66.54747,-0.45056,376.5
2630.1,66.48048,-0.45221,376.48916
2630.2,66.35998,-0.38483,376.43917
2630.3,66.28186,-0.56326,376.38917
2630.4,66.15447,-0.63772,376.33917
2630.5,66.03125,-0.56245,376.27833
2630.6,65.93809,-0.33344,376.17833
2630.7,65.9022,-0.34455,376.04583
2630.8,65.78184,-0.4592,375.79584
2630.9,65.68688,-0.30625,375.58917
2631,65.68572,-0.33485,375.53917
2631.1,65.62562,-0.36498,375.48917
2631.2,65.51683,-0.29387,375.43917
2631.3,65.49815,-0.27634,375.3675
2631.4,65.46622,-0.32628,375.21751
2631.5,65.38813,-0.33775,375.1
2631.6,65.38938,-0.30103,375.1
2631.7,65.32686,-0.19423,375.1
2631.8,65.20376,-0.152,375.1
2631.9,65.17124,-0.36415,375.08917
2632,65.18434,-0.21544,375.03918
2632.1,65.12756,-0.30258,375
2632.2,65.12562,-0.64788,375
2632.3,65.1113,-0.27267,374.94588
2632.4,65.07936,-0.17682,374.69589
2632.5,65.08863,-0.27456,374.52164
2632.6,64.99935,-0.42782,374.62164
2632.7,65.01626,-0.25143,374.67836
2632.8,65.09314,-0.07255,374.57836
2632.9,65.04878,-0.104,374.47833
2633,65.01688,-0.12129,374.37819
2633.1,65.00197,-0.17973,374.27808
2633.2,65.00062,-0.19384,374.17809
2633.3,64.96744,-0.25547,374.12191
2633.4,64.89315,-0.07102,374.22192
2633.5,64.90625,-0.02827,374.31097
2633.6,64.92387,0.03343,374.36097
2633.7,64.93551,0.16103,374.41097
2633.8,64.99936,-0.4323,374.46096
2633.9,64.96941,-0.49072,374.5
2634,64.99505,-0.24182,374.5
2634.1,64.84715,-0.08771,374.51097
2634.2,64.93883,-0.2705,374.56097
2634.3,64.78457,-0.12634,374.61098
2634.4,64.84442,-0.25211,374.66098
2634.5,64.87636,-0.11833,374.68902
2634.6,65.03255,-0.04133,374.63902
2634.7,64.84441,-0.104,374.61098
2634.8,64.88806,-0.091,374.66098
2634.9,64.87225,-0.08252,374.68902
2635,64.77928,-0.224,374.63902
2635.1,64.75069,-0.26638,374.61099
2635.2,64.60661,-0.36607,374.66099
2635.3,64.92553,-0.12118,374.67802
2635.4,64.73438,0.04034,374.57802
2635.5,64.68472,0.00034,374.51099
2635.6,64.76145,-0.19532,374.56099
2635.7,64.78125,-0.16828,374.6
2635.8,64.72077,-0.22262,374.6
2635.9,64.61142,-0.31958,374.63299
2636,64.67535,-0.20698,374.783
2636.1,64.75202,-0.32813,374.87799
2636.2,64.87362,-0.19094,374.77798
2636.3,64.90207,-0.16131,374.7
2636.4,64.875,-0.21097,374.7
2636.5,64.8757,-0.16829,374.7
2636.6,64.85731,-0.20095,374.7
2636.7,64.88847,-0.25384,374.71102
2636.8,65.01705,-0.224,374.76102
2636.9,64.97086,-0.24521,374.8
2637,65.03332,-0.28331,374.8
2637.1,65.14063,-0.13542,374.78898
2637.2,65.15761,-0.13825,374.73898
2637.3,65.24855,-0.24525,374.71102
2637.4,65.29688,-0.18835,374.76102
2637.5,65.2991,-0.21216,374.78897
2637.6,65.37431,-0.22939,374.73898
2637.7,65.40412,-0.16681,374.71103
2637.8,65.42259,-0.13837,374.76103
2637.9,65.49777,-0.25341,374.8
2638,65.54541,-0.20064,374.8
2638.1,65.5335,-0.14134,374.8
2638.2,65.54472,-0.21662,374.8
2638.3,65.56322,-0.2534,374.78896
2638.4,65.62361,-0.23071,374.73896
2638.5,65.65625,-0.24953,374.71104
2638.6,65.64211,-0.19091,374.76104
2638.7,65.68903,-0.18695,374.81104
2638.8,65.65767,-0.3075,374.86104
2638.9,65.71728,-0.16232,374.9
2639,65.70464,-0.1184,374.9
2639.1,65.78278,-0.22943,374.9
2639.2,65.76487,-0.20534,374.9
2639.3,65.78282,-0.26073,374.88896
2639.4,65.79688,-0.184,374.83896
2639.5,65.85715,-0.19647,374.81104
2639.6,65.76783,-0.25505,374.86105
2639.7,65.87422,-0.29339,374.9
2639.8,65.875,-0.29259,374.9
2639.9,65.86094,-0.35469,374.91104
2640,65.89292,-0.15782,374.96105
2640.1,65.88756,-0.05107,374.98894
2640.2,65.82661,-0.06479,374.93894
2640.3,65.88903,-0.26463,374.9
2640.4,65.95153,-0.21072,374.9
2640.5,65.9375,-0.21634,374.9
2640.6,65.9554,-0.13275,374.9
2640.7,65.95391,-0.16834,374.88894
2640.8,65.98513,-0.23146,374.83894
2640.9,66.05781,-0.35068,374.81107
2641,66.09216,-0.17232,374.86107
2641.1,66.06086,-0.202,374.88894
2641.2,66.00152,-0.18933,374.83893
2641.3,66.09217,-0.13538,374.8
2641.4,66.08901,-0.11274,374.8
2641.5,66.12254,-0.13965,374.8
2641.6,66.12419,-0.13714,374.8
2641.7,66.12582,-0.16658,374.81108
2641.8,66.09533,-0.14292,374.86108
2641.9,66.10857,-0.282,374.9
2642,66.09375,-0.2431,374.9
2642.1,66.1102,-0.12971,374.88892
2642.2,66.11019,-0.222,374.83892
2642.3,66.21707,-0.222,374.81108
2642.4,66.14299,-0.23515,374.86109
2642.5,66.23522,-0.24323,374.88891
2642.6,66.29525,-0.1255,374.83891
2642.7,66.23353,-0.22815,374.81109
2642.8,66.25253,-0.26981,374.86109
2642.9,66.35687,-0.09272,374.9
2643,66.40874,-0.11522,374.9
2643.1,66.43919,-0.10537,374.8889
2643.2,66.39146,-0.17805,374.8389
2643.3,66.46875,-0.17229,374.8
2643.4,66.51392,-0.18927,374.8
2643.5,66.54943,-0.161,374.78891
2643.6,66.54855,-0.20049,374.7389
2643.7,66.53383,-0.14102,374.72221
2643.8,66.50169,-0.20639,374.82221
2643.9,66.5625,-0.20061,374.87779
2644,66.5798,-0.13674,374.77779
2644.1,66.50087,-0.182,374.71111
2644.2,66.50249,-0.17365,374.76111
2644.3,66.53385,-0.1523,374.78889
2644.4,66.5477,-0.14729,374.73889
2644.5,66.56336,-0.01526,374.7
2644.6,66.59288,-0.01477,374.7
2644.7,66.65374,-0.11527,374.68889
2644.8,66.62754,-0.11872,374.63889
2644.9,66.76038,-0.2289,374.61112
2645,66.75172,-0.182,374.66112
2645.1,66.76821,-0.19074,374.7
2645.2,66.783,-0.2132,374.7
2645.3,66.78125,-0.18637,374.68888
